date,o,h,l,c,v,PE_Ratio,PB_Ratio,Turnover,60MA,30D_MA_slope,MA_bias,30D_CP_slope,MA_slope,bias,CP_slope,foreign_NetBuy_Sell,investment_NetBuy_Sell,dealer_NetBuy_Sell,foreign_holding,investment_holding,dealer_holding,Institutional_investors_holding,foreign_holding_ratio,investment_holding_ratio,dealer_holding_ratio,Institutional_investors_holding_ratio,macro_index,K9,MACD_Col,KD_HL,KD_Turn,KD_10_Slope,KD_30_Slope,KD_50_Slope,MACD_HL,MACD_Turn,MACD_Directions,MACD_Direction_Avg,MACD_Trends,MACD_Trend_Avg,RBK,Up,Down,Conti,Count,K_Pattern,Bullish_Hammer,Bullish_BeltHold,cross,inverted_Hammer,TYPE,TYPE2,TYPE2,forwardReturn_10D,forwardReturn_20D,forwardReturn_30D
20060330,6540.81,6559.21,6504.75,6546.06,3353953,12.5,1.74,0.68,6565.92,4.06,-0.003,-7.13,Z+0D,Z-0D,Z-0D,147223,13844,19970,120096230,2799205,2268416,125163851,32.45,1.11,0.37,33.93,101.1,57.71,5.074,0,0,0.3295,0.0483,-0.4132,1,0,1,-10.46,1,0,0.0008,0.0028,0.0063,5,None,red_lower_shadows>upper_shadows,0,0,0,0,up,up,0,0.062095367,0.095585742,0.096285399
20060331,6564.86,6632.63,6564.86,6613.97,3204346,12.6,1.64,0.69,6567.41,3.7,0.0071,-5.42,Z+0D,Z+0D,Z-0D,347557,11537,52772,120443964,2811057,2322527,125577548,32.48,1.12,0.39,33.99,101.1,69.65,14.12,0,0,0.4451,0.1811,-0.2003,1,0,2,0,2,0,0.0075,0.0103,0.0075,6,None,red_upper_shadows>_lower_shadows,0,0,0,0,up,up,0,0.05837946,0.088544399,0.068934392
20060403,6627.32,6672.11,6615.98,6660.76,3275646,12.7,1.65,0.62,6568.83,3.37,0.0139,-3.46,Z+0D,Z+0D,Z-0D,159096,10187,56786,120600943,2822389,2379748,125803080,32.56,1.14,0.41,34.11,101.05,78.61,22.241,0,0,0.8729,0.1921,-0.0025,1,0,3,0,3,0,0.005,0.0067,0.0067,7,None,red_lower_shadows>upper_shadows,0,1,0,0,up,up,0,0.049348723,0.087318865,0.068471165
20060404,6679.82,6684.1,6651.96,6665.6,3083143,12.7,1.65,0.62,6570.78,3.08,0.0143,-1.37,Z+0D,Z+0D,Z-0D,169797,-5489,36140,120769886,2819288,2416977,126006151,32.57,1.13,0.42,34.12,101.05,83.92,27.286,1,0,1.3155,0.3436,0.1167,1,0,4,0,4,0,-0.0021,0.0006,0.002,1,7R,black_lower_shadows>upper_shadows,0,0,0,0,up,up,0,0.055985958,0.101932309,0.055273344
20060406,6724.97,6760.82,6710.68,6760.82,3467034,12.9,1.68,0.7,6575.76,2.83,0.0278,0.96,Z+0D,Z+0D,Z+0D,374806,-13808,25085,121144089,2807211,2442428,126393728,32.66,1.13,0.42,34.21,101.05,89.28,34.357,1,0,1.6199,0.714,0.3403,1,0,5,0,5,0,0.0053,0.0053,0.0074,1,None,red_lower_shadows>upper_shadows,1,0,0,0,up,up,0,0.050573747,0.090169536,0.04634497
20060407,6758.82,6802.94,6722.39,6781.94,3438065,13,1.7,0.73,6578.93,2.61,0.0304,2.68,Z+0D,Z+0.5D,Z+0D,319437,-13399,10896,121463953,2794442,2454261,126712656,32.39,1.12,0.42,33.93,101.05,91.12,38.582,1,0,1.7371,1.1033,0.6942,1,0,6,0,6,0,0.0034,0.0065,0.0088,2,None,red_lower_shadows>upper_shadows,0,0,0,0,up,up,0,0.045873305,0.10205192,0.023049452
20060410,6759.38,6815.73,6758.07,6780.64,3173307,13,1.7,0.55,6581.67,2.4,0.0298,3.89,Z+0D,Z+0.5D,Z+0D,282498,-8380,39052,121752853,2787723,2494969,127035545,32.4,1.1,0.43,33.93,101.05,91.09,39.913,1,-1,1.4673,1.1319,0.9042,1,0,7,0,7,0,0.0031,0.0083,0.0033,3,None,red_upper_shadows>_lower_shadows,0,0,0,0,up,up,0,0.046514783,0.089711296,0.009341301
20060411,6772.96,6775.65,6723.23,6757.17,3137052,12.9,1.69,0.52,6582.46,2.21,0.0262,5.25,Z+0D,Z+0D,Z+0D,107404,-10401,12011,121858613,2778267,2507117,127143997,32.28,1.1,0.43,33.81,101.05,88.8,36.593,1,0,1.1337,1.0272,1.1291,1,-1,8,0,0,25.94,-0.0023,0.0004,0.005,1,3R,black_lower_shadows>upper_shadows,0,0,0,0,up,up,0,0.04480722,0.083990783,0.017735235
20060412,6710.62,6813.66,6709.83,6808.5,3891091,13,1.71,0.65,6584.35,2.04,0.0335,7,Z+0D,Z+0.5D,Z+0D,156511,10,18990,122033910,2779245,2529548,127342703,32.3,1.12,0.45,33.87,101.05,91.76,34.423,1,1,0.7868,0.8298,1.5335,1,0,9,0,0,0,0.0145,0.0152,0.0146,1,None,red_upper_shadows>_lower_shadows,0,1,0,0,up,up,0,0.052945583,0.081214658,0.007806418
20060413,6850.19,6868.74,6828.95,6855.74,4529750,13,1.72,0.78,6586.24,1.9,0.0401,9.31,Z+0D,Z+0.5D,Z+0.5D,177517,-3832,52743,122181819,2775709,2584497,127542025,32.3,1.11,0.45,33.86,101.05,93.08,35.266,1,0,0.478,0.6355,1.5703,1,1,10,0,1,0,0.0008,0.0027,0.0039,2,None,red_lower_shadows>upper_shadows,0,0,0,0,up,up,0,0.040910245,0.061732213,0.003467168
20060414,6888.18,6952.54,6876.47,6952.54,4452889,13.2,1.74,0.7,6590.33,1.81,0.0535,12.34,Z+0D,Z+0.5D,Z+0.5D,360521,-6249,79449,122548994,2770456,2666830,127986280,32.39,1.11,0.46,33.96,101.05,95.39,38.77,1,0,0.3145,0.7632,1.298,1,0,11,0,2,0,0.0093,0.0093,0.011,3,None,red_lower_shadows>upper_shadows,1,1,0,0,up,up,0,0.031532361,0.032191113,-0.010594689
20060417,6982.47,7015.91,6950.58,7000.09,4915510,13.3,1.75,0.74,6594.73,1.75,0.0597,14.92,Z+0D,Z+1D,Z+0.5D,390663,20678,45825,122986384,2793663,2713494,128493541,32.39,1.08,0.47,33.94,101.05,95.48,42.195,1,0,0.1944,0.7706,0.9843,1,0,12,0,3,0,0.0025,0.0048,0.0071,4,None,red_lower_shadows>upper_shadows,0,0,0,0,up,up,0,0.028501062,0.009972729,-0.021876862
20060418,7007.45,7007.45,6918.46,6989.46,3966008,13.3,1.75,0.64,6599.13,1.74,0.0575,17.39,Z+0D,Z+0.5D,Z+0.5D,175591,20388,-28586,123219719,2814768,2687007,128721494,32.45,1.08,0.47,34,101.05,94.11,40.6,1,-1,0.1146,1.027,0.5837,1,-1,13,0,0,38.74,-0.0026,0,0.0102,1,4R,black_without_upper_shadows,0,0,0,0,up,up,0,0.036184483,0.018223153,-0.016685123
20060419,7073.32,7093.43,7038.78,7038.78,4811062,13.4,1.77,0.83,6605.07,1.76,0.0636,19.42,Z+0D,Z+1D,Z+1D,316489,17571,26276,123435414,2824190,2712393,128971997,32.71,1.08,0.48,34.27,101.05,91.32,41.7,1,0,0.0226,1.2718,0.3264,1,1,14,0,1,0,-0.0049,0.0028,0,2,None,black_without_lower_shadows,0,0,0,0,up,up,0,0.043510381,-0.000674833,-0.011243426
20060420,7061.38,7107.68,7030.89,7102.74,4383688,13.5,1.78,0.79,6611.38,1.81,0.0717,21.39,Z+0D,Z+1D,Z+1D,278053,-5866,8095,123713816,2819232,2721244,129254292,32.8,1.09,0.49,34.38,101.05,93.8,41.614,1,1,0.029,1.3715,0.3476,1,-1,15,0,0,41.7,0.0058,0.0065,0.0102,1,2B,red_lower_shadows>upper_shadows,0,0,0,0,up,up,0,0.03768968,-0.004025207,-0.054552187
20060421,7130.68,7160.74,7092.93,7093.05,5344561,13.5,1.78,0.96,6617.74,1.88,0.0694,23.2,Z+0D,Z+1D,Z+1D,365081,-5875,-5998,124078980,2816312,2716087,129611379,33,1.09,0.49,34.58,101.05,90.86,40.079,1,-1,-0.0025,1.3669,0.3039,1,0,16,0,0,0,-0.0053,0.0042,0,1,None,black_upper_shadows>_lower_shadows,0,0,0,0,up,up,0,0.053714552,-0.02182277,-0.05114584
20060424,7066.19,7141.29,7057.19,7096.04,4007538,13.6,1.78,0.68,6627.7,2.01,0.0683,24.78,Z+0D,Z+1D,Z+1D,74803,-8661,-8933,124316987,2808538,2709760,129835285,32.92,1.09,0.48,34.49,101.05,89.12,35.312,1,0,0.0036,1.0905,0.3244,1,0,17,0,0,0,0.0042,0.0106,0.0055,1,None,red_upper_shadows>_lower_shadows,0,0,0,0,up,up,0,0.041276543,-0.03552122,-0.06810841
20060425,7125.9,7166.47,7052.9,7059.94,4745654,13.4,1.77,0.78,6636.82,2.18,0.0618,26.24,Z+0D,Z+1D,Z+1D,112946,17672,-12617,124385658,2826928,2697771,129910357,32.8,1.08,0.47,34.35,101.05,82.23,28.657,1,0,-0.1097,1.2671,0.3574,1,0,18,0,0,0,-0.0093,0.0057,0.001,1,None,black_upper_shadows>_lower_shadows,0,0,0,0,up,up,0,0.037503152,-0.025910985,-0.103135437
20060426,7080.62,7173.56,7047.96,7168.98,4399543,13.6,1.8,0.71,6648.2,2.41,0.0754,27.58,Z+0D,Z+1D,Z+1.5D,144115,10847,25544,124524846,2840053,2725046,130089945,32.94,1.07,0.47,34.48,101.05,87.64,25.433,1,1,-0.0602,1.1496,0.4643,1,0,19,0,0,0,0.0124,0.013,0.017,1,None,red_lower_shadows>upper_shadows,0,0,0,0,up,up,0,0.026847613,-0.042869418,-0.101039478
20060427,7203.75,7229.35,7136.21,7136.21,6378149,13.6,1.79,0.98,6660.77,2.71,0.0689,28.81,Z+0D,Z+1D,Z+1.5D,435536,27624,10467,124558092,2868632,2735381,130162105,32.88,1.05,0.46,34.39,101.05,81.77,22.21,1,-1,-0.1541,0.9065,0.5508,1,0,20,0,0,0,-0.0094,0.0035,0,1,None,black_without_lower_shadows,0,0,0,0,up,up,0,0.020003615,-0.035971475,-0.097153811
20060428,7172.31,7184.37,7103.87,7171.77,4643165,13.6,1.8,0.76,6672.76,3.07,0.0721,29.89,Z+0D,Z+1D,Z+1.5D,211617,8515,-40057,124770913,2878903,2696261,130346077,33,1.06,0.46,34.52,101.05,81.67,17.754,1,0,-0.1562,0.6768,0.3955,1,0,21,0,0,0,-0.0001,0.0017,0.0095,2,None,black_lower_shadows>upper_shadows,0,0,1,0,up,up,0,0.000638615,-0.040839291,-0.116367368
20060502,7174.93,7217.37,7141.91,7199.6,4990837,13.6,1.81,0.81,6683.89,3.49,0.0743,31.02,Z+0D,Z+1D,Z+1.5D,195817,39293,-7723,125081125,2921300,2690791,130693216,33.04,1.07,0.46,34.57,100.97,82.78,14.838,1,1,-0.1283,0.6178,0.3538,1,0,22,0,0,0,0.0034,0.0059,0.008,1,2B,red_lower_shadows>upper_shadows,0,0,0,0,up,up,0,-0.01801489,-0.048981888,-0.101476471
20060503,7242.04,7265.17,7233.84,7242.37,5367947,13.8,1.82,0.87,6694.68,3.95,0.0786,32.04,Z+0D,Z+1D,Z+1.5D,326011,49854,37565,125342334,2971636,2729387,131043357,33.05,1.08,0.47,34.6,100.97,85.28,14.58,1,0,-0.0684,0.9543,0.2736,1,0,23,0,0,0,0,0.0032,0.0012,2,None,red_upper_shadows>_lower_shadows,0,0,1,0,up,up,0,-0.017334105,-0.051023353,-0.112667538
20060504,7280.82,7351.87,7278.49,7345.04,6070986,14,1.84,0.97,6705.1,4.43,0.0912,33,Z+0D,Z+1.5D,Z+1.5D,275947,40899,13827,125577813,3014149,2744393,131336355,33.1,1.07,0.46,34.63,100.97,89.44,17.746,1,0,-0.0476,1.3792,0.4073,1,1,24,0,1,0,0.0088,0.0097,0.0091,3,None,red_upper_shadows>_lower_shadows,0,1,0,0,up,up,0,-0.04234286,-0.052470783,-0.104733262
20060505,7409.65,7455.83,7355.42,7370.44,7030887,14.2,1.85,1.05,6715.94,4.92,0.093,33.27,Z+0D,Z+1.5D,Z+1.5D,553602,104912,31650,126098282,3122355,2777826,131998463,33.21,1.07,0.47,34.75,100.97,85.98,21.176,1,-1,-0.0552,1.5822,0.6763,1,0,25,0,2,0,-0.0053,0.0062,0.002,1,3R,black_upper_shadows>_lower_shadows,0,0,0,0,up,up,0,-0.040199771,-0.088891572,-0.106832157
20060508,7438.41,7474.05,7401.99,7474.05,5704041,14.4,1.87,0.86,6730.11,5.42,0.1048,33.59,Z+0D,Z+1.5D,Z+1.5D,261954,25265,13769,126362292,3148175,2793249,132303716,33.26,1.06,0.47,34.79,100.97,90.65,25.186,1,1,0.017,1.7319,1.0982,1,0,26,0,3,0,0.0048,0.0048,0.0097,1,None,red_lower_shadows>upper_shadows,1,0,0,0,up,up,0,-0.071686703,-0.099514989,-0.148580756
20060509,7470.01,7476.07,7364.19,7388.94,6270964,14.2,1.85,0.89,6742.75,5.93,0.0915,32.94,Z+0.5D,Z+1.5D,Z+1.5D,265704,11645,2725,126622526,3165644,2796615,132584785,33.21,1.06,0.46,34.73,100.97,86.98,21.667,1,-1,0.0562,1.4212,1.0857,1,-1,27,0,0,21.37,-0.0109,0.0008,0.0034,1,None,black_lower_shadows>upper_shadows,0,0,0,0,up,up_end,up_end,-0.073753475,-0.105048897,-0.147429807
20060510,7398.27,7426.37,7272.39,7324.71,6653769,14.1,1.84,0.98,6754.92,6.44,0.081,31.75,Z+0.5D,Z+1D,Z+1.5D,7214,29580,15650,126715676,3196046,2813062,132724784,33.11,1.05,0.46,34.62,100.97,77.76,12.542,0,0,-0.1196,1.0009,0.8945,1,0,28,0,0,0,-0.01,0.0038,0.0072,2,None,black_lower_shadows>upper_shadows,0,0,0,0,down,down_start,down_start,-0.061121874,-0.135554855,-0.114620238
20060511,7271.75,7361.45,7254.97,7361.45,4934343,14.2,1.85,0.76,6768.24,6.94,0.084,30.61,Z+0.5D,Z+1D,Z+1.5D,62815,7797,-10432,126774552,3205256,2803987,132783795,33.17,1.07,0.47,34.71,100.97,74.91,4.52,0,0,-0.0876,0.5839,0.6269,1,0,29,0,0,0,0.0123,0.0123,0.0146,1,2B,red_lower_shadows>upper_shadows,1,0,0,0,down,down,0,-0.067894233,-0.124543398,-0.123500126
20060512,7269.92,7326.48,7267.79,7278.96,4708358,14,1.83,0.72,6779.34,7.42,0.0711,28.84,Z+0.5D,Z+1D,Z+1.5D,-211118,31028,14500,126008227,3237315,2819279,132064821,32.69,1.06,0.47,34.22,100.97,63.61,-5.244,0,0,-0.2499,0.0973,0.2548,-1,0,1,27.39,1,0,0.0012,0.0077,0.0015,2,None,red_upper_shadows>_lower_shadows,0,0,0,0,down,down,0,-0.054877345,-0.114859815,-0.103762076
20060515,7225.8,7240.92,7167.03,7176.35,4694298,13.8,1.8,0.71,6788.97,7.87,0.0555,26.39,Z+0.5D,Z+0.5D,Z+1D,-362636,31345,-27377,125869188,3269130,2792193,131930511,32.56,1.06,0.47,34.09,100.97,43.41,-18.838,0,0,-0.6455,-0.4728,-0.0241,-1,0,2,0,2,0,-0.0069,0.0021,0.0013,1,2R,black_upper_shadows>_lower_shadows,0,0,0,0,down,down,0,-0.041451434,-0.116931309,-0.084159775
20060516,7202.35,7202.9,7069.9,7069.9,4768855,13.6,1.77,0.73,6795.4,8.27,0.0396,23.44,Z+0.5D,Z+0.5D,Z+1D,-342165,-14829,-72215,125529312,3254688,2720486,131504486,32.54,1.06,0.46,34.06,100.97,28.94,-33.384,0,0,-1.0807,-0.9993,-0.423,-1,0,3,0,3,0,-0.0186,0.0001,0,2,None,black_without_lower_shadows,0,0,0,0,down,down,0,-0.0315351,-0.084992716,-0.074820012
20060517,7116.75,7144.28,7057.99,7116.83,3904274,13.7,1.78,0.63,6802.78,8.63,0.0451,20.91,Z+0.5D,Z+0.5D,Z+1D,-80694,2133,-66721,125630172,3259577,2655523,131545272,32.6,1.06,0.45,34.11,100.97,23.98,-41.762,0,0,-1.3163,-1.2526,-0.3403,-1,0,4,0,4,0,0,0.0039,0.0083,1,2B,red_lower_shadows>upper_shadows,0,0,1,0,down,down,0,-0.034283522,-0.097015104,-0.071582432
20060518,6989.48,7045.87,6987.65,7034.03,3903565,13.5,1.76,0.66,6808.58,8.94,0.0326,17.68,Z+0.5D,Z+0.5D,Z+0.5D,-500437,-3507,-9815,125122865,3258585,2646858,131028308,32.35,1.07,0.45,33.87,100.97,19.15,-51.446,-1,0,-1.5018,-1.5395,-0.2903,-1,0,5,0,5,0,0.0064,0.008,0.0066,2,None,red_upper_shadows>_lower_shadows,0,1,0,0,down,down,0,-0.01057573,-0.065148997,-0.046860761
20060519,7040.42,7097.27,7010.69,7074.15,3386309,13.6,1.77,0.61,6815.95,9.22,0.0372,15.2,Z+0.5D,Z+0.5D,Z+0.5D,-98734,-1171,12,125070381,3257593,2648192,130976166,32.28,1.07,0.45,33.8,100.97,18.67,-53.522,-1,0,-1.5801,-1.5853,-0.2428,-1,0,6,0,6,0,0.0048,0.008,0.009,3,None,red_lower_shadows>upper_shadows,0,0,0,0,down,down,0,-0.050731183,-0.069423182,-0.050274591
20060522,7111.42,7112.42,6938.26,6938.26,3932613,13.4,1.74,0.72,6822.75,9.46,0.0168,11.86,Z+0.5D,Z+0D,Z+0.5D,-290754,20571,-48477,125556395,3278538,2602755,131437688,32.3,1.08,0.44,33.82,100.97,12.45,-58.317,-1,0,-1.944,-1.9901,-0.6207,-1,0,7,0,7,0,-0.0247,0.0001,0,1,3R,black_without_lower_shadows,0,0,0,0,down,down,0,-0.029977257,-0.082832007,-0.029366152
20060523,6874.09,6909.58,6833.98,6843.98,3433627,13.2,1.71,0.62,6828.9,9.65,0.0022,7.82,Z+0.5D,Z+0D,Z+0D,-346748,5990,-67305,124895335,3284834,2536122,130716291,32.16,1.06,0.42,33.64,100.97,8.93,-67.09,-1,0,-2.1642,-2.297,-1.2101,-1,0,8,0,8,0,-0.0044,0.0051,0.0015,2,None,black_upper_shadows>_lower_shadows,0,0,0,0,down,down,0,-0.033787358,-0.079542898,-0.026887863
20060524,6904.28,6932.28,6791.11,6877.01,3806364,13.2,1.72,0.77,6834.55,9.77,0.0062,3.81,Z+0.5D,Z+0D,Z+0D,-142663,11165,-48549,124810683,3296715,2489613,130597011,32.14,1.06,0.41,33.61,100.97,11.3,-69.102,-1,1,-1.8915,-2.0944,-0.7176,-1,0,9,0,9,0,-0.004,0.004,0.0126,3,None,black_lower_shadows>upper_shadows,0,0,0,0,down,down,0,-0.07927864,-0.056981159,-0.031691098
20060525,6892.27,6914.45,6842.92,6861.65,3572582,13.2,1.72,0.64,6839.55,9.82,0.0032,0,Z+0.5D,Z+0D,Z-0D,-271307,15255,-49789,124433884,3315446,2441556,130190886,31.93,1.07,0.4,33.4,100.97,12.76,-67.295,-1,0,-1.6065,-1.9871,-0.7773,-1,1,10,0,0,-44.3,-0.0045,0.0032,0.0027,4,None,black_upper_shadows>_lower_shadows,0,0,0,0,down,down,0,-0.060775469,-0.059656205,-0.029299075
20060526,6951.76,6976.33,6856.55,6879.51,4346268,13.2,1.72,0.75,6843.98,9.8,0.0052,-3.4,Z+0.5D,Z+0D,Z-0D,-90016,44766,-20298,124342419,3363237,2422573,130128229,31.91,1.07,0.38,33.36,100.97,15.66,-61.312,-1,0,-1.0196,-1.8069,-0.7463,-1,0,11,0,0,0,-0.0104,0.0035,0.0033,5,None,black_upper_shadows>_lower_shadows,0,0,0,0,down,down,0,-0.063465276,-0.051723161,-0.028643028
20060529,6913.1,6919.96,6864.76,6878.88,2659527,13.2,1.72,0.49,6847.91,9.73,0.0045,-6.14,Z+0.5D,Z+0D,Z-0D,-43583,6873,-18749,124261117,3375033,2404366,130040516,31.93,1.07,0.37,33.37,100.97,18.72,-55.449,-1,0,-0.4356,-1.6293,-0.7963,-1,0,12,0,0,0,-0.005,0.001,0.0021,6,None,black_lower_shadows>upper_shadows,0,0,0,0,down,down,0,-0.078743923,-0.044555218,-0.034853057
20060530,6910.3,6912.95,6829.4,6846.95,3405848,13.2,1.72,0.63,6852.8,9.59,-0.0009,-8.72,Z+0.5D,Z-0D,Z-0D,-68573,-14107,-25426,124193083,3362980,2379661,129935724,32.04,1.09,0.37,33.5,100.97,18.27,-50.749,-1,-1,-0.272,-1.6392,-0.8931,-1,0,13,0,0,0,-0.0092,0.0004,0.0026,7,None,black_lower_shadows>upper_shadows,0,0,0,0,down,down,0,-0.0551983,-0.044694353,-0.031088295
20060601,6874.66,6922.34,6868.42,6872.84,2724779,13.2,1.72,0.54,6857.75,9.41,0.0022,-11.15,Z+0.5D,Z+0D,Z-0.5D,-142483,-25851,-26810,124033603,3337788,2358839,129730230,32.11,1.09,0.37,33.57,100.87,20.66,-43.614,0,1,0.0759,-1.4862,-0.4634,-1,0,14,0,0,0,-0.0003,0.0069,0.0006,8,None,black_upper_shadows>_lower_shadows,0,0,1,0,down,down,0,-0.064958591,-0.038623044,-0.044412499
20060602,6951.42,6967.09,6885.39,6959.64,2907290,13.4,1.74,0.56,6865.51,9.2,0.0136,-12.62,Z+0.5D,Z+0D,Z-0.5D,68924,-12690,-20207,124287610,3326302,2338969,129952881,32.3,1.1,0.37,33.77,100.87,31.26,-33.073,0,0,0.5154,-1.0988,0.3279,-1,0,15,0,0,0,0.0012,0.0023,0.0107,1,8B,red_lower_shadows>upper_shadows,0,0,0,0,down,down,0,-0.055156589,-0.036672874,-0.076384698
20060605,6956.77,6967.38,6700.47,6715.27,3382343,13,1.68,0.61,6869.77,8.95,-0.0227,-15.19,Z+0.5D,Z-0D,Z-0.5D,111638,1132,-64788,124824405,3327623,2274391,130426419,32.39,1.08,0.35,33.82,100.87,22.63,-35.37,0,-1,0.5976,-1.39,0.2474,-1,-1,16,0,1,0,-0.0353,0.0015,0.0022,1,None,black_lower_shadows>upper_shadows,0,0,0,0,down,down,0,-0.019690943,0.000480993,-0.068123843
20060606,6684.58,6738.78,6621.17,6730.27,3045440,13.1,1.69,0.57,6873.84,8.65,-0.0211,-17.56,Z+0.5D,Z-0D,Z-0.5D,-241494,-43901,-32817,124515465,3284734,2243398,130043597,32.36,1.06,0.34,33.76,100.87,25.33,-39.205,0,1,1.0426,-1.258,0.4569,-1,0,17,0,2,0,0.0068,0.0081,0.0163,1,None,red_lower_shadows>upper_shadows,0,0,0,0,down,down,0,-0.054488156,0.00062999,-0.066113247
20060607,6691.5,6699.54,6612.74,6612.74,2527799,12.8,1.66,0.51,6875.87,8.32,-0.039,-20.5,Z+0.5D,Z-0.5D,Z-1D,-191215,-25719,-49576,124165349,3262571,2194772,129622692,32.24,1.05,0.33,33.62,100.87,16.89,-43.79,-1,-1,0.4019,-1.5828,-0.2178,-1,0,18,0,3,0,-0.0118,0.0012,0,1,None,black_without_lower_shadows,0,0,0,0,down,down,0,-0.047355559,0.007140762,-0.050735399
20060608,6562.1,6564.1,6331.81,6331.81,3919615,12.3,1.59,0.77,6872.32,7.92,-0.0819,-25.3,Z+0.5D,Z-1D,Z-1D,-298936,3225,-65317,123649494,3266495,2129843,129045832,32.01,1.03,0.31,33.35,100.87,11.26,-59.602,-1,0,-0.1251,-2.052,-0.9315,-1,0,19,0,4,0,-0.0357,0.0003,0,2,None,black_without_lower_shadows,0,0,0,0,down,down_end,down_end,0.024217404,0.051685063,0.01767741
20060609,6389.98,6451.17,6268.92,6444.63,3546377,12.5,1.61,0.75,6872.07,7.5,-0.0642,-28.28,Z+0.5D,Z-1D,Z-1.5D,-452673,8103,-40595,123165748,3275516,2094384,128535648,32.02,1.04,0.31,33.37,100.87,15.89,-65.083,-1,1,0.0146,-1.6382,-0.9667,-1,0,20,0,5,0,0.0085,0.0095,0.0276,1,2B,red_lower_shadows>upper_shadows,0,0,0,0,hold,hold_start,hold_start,0.00119169,0.033513173,-0.003820235
20060612,6384.32,6443.21,6339.24,6442.9,2245254,12.5,1.61,0.47,6870.8,7.05,-0.0643,-31.19,Z+0.5D,Z-1D,Z-1.5D,-241307,9489,-18554,123039958,3285079,2077316,128402353,31.93,1.06,0.31,33.3,100.87,18.9,-63.509,-1,0,0.0096,-1.4635,-1.1163,-1,1,21,0,0,-48.61,0.0091,0.0092,0.0162,2,None,red_lower_shadows>upper_shadows,0,0,0,0,hold,hold,0,0.012537832,0.037182014,-0.012924304
20060613,6349.09,6401.55,6328.38,6337.21,2472451,12.3,1.59,0.5,6868.01,6.57,-0.0804,-34.22,Z+0.5D,Z-1D,Z-1.5D,-447516,2221,-31020,122502284,3288057,2048326,127838667,31.75,1.06,0.3,33.11,100.87,15.86,-62.6,-1,-1,-0.1415,-1.6524,-1.4797,-1,0,22,0,0,0,-0.0019,0.0082,0.0014,1,2R,black_upper_shadows>_lower_shadows,0,0,0,0,hold,hold,0,0.037110968,0.047642417,0.008486384
20060614,6343.66,6494.92,6340.28,6469.01,3244636,12.6,1.62,0.6,6867.02,6.07,-0.0597,-35.84,Z+0.5D,Z-1D,Z-1.5D,-156605,6171,7066,122476213,3294728,2056274,127827215,31.75,1.06,0.3,33.11,100.87,20.12,-51.918,0,1,-0.0265,-1.4442,-1.3628,-1,0,23,0,0,0,0.0196,0.0236,0.0201,1,None,red_upper_shadows>_lower_shadows,0,0,0,0,hold,hold,0,0.011117621,0.025518588,-0.014317492
20060615,6531.81,6535.13,6418.77,6426.39,3059162,12.5,1.61,0.53,6865.51,5.56,-0.0661,-37.11,Z+0D,Z-1D,Z-1.5D,-81847,4110,-14740,122393666,3299202,2044727,127737595,31.74,1.06,0.3,33.1,100.87,20.93,-40.903,0,0,-0.4012,-1.4524,-1.3887,-1,0,24,0,0,0,-0.0163,0.0005,0.0012,1,None,black_lower_shadows>upper_shadows,0,0,0,0,hold,hold,0,0.028165113,0.021973456,0.005113291
20060616,6589.7,6629.33,6550.13,6575.77,3933673,12.8,1.65,0.68,6867.48,5.06,-0.0434,-36.35,Z+0D,Z-0.5D,Z-1.5D,258241,30816,35811,122648033,3332412,2082503,128062948,31.84,1.04,0.3,33.18,100.87,35.72,-22.333,0,0,0.4564,-0.8784,-0.9161,-1,0,25,0,0,0,-0.0021,0.006,0.0039,2,None,black_upper_shadows>_lower_shadows,0,0,0,0,hold,hold,0,0.019562728,-0.022467331,-0.014553429
20060619,6576.55,6603.98,6541.33,6583.04,3025624,12.8,1.65,0.5,6870.67,4.58,-0.0428,-35.02,Z+0D,Z-0.5D,Z-1.5D,47099,47528,23136,122661308,3380681,2105777,128147766,31.76,1.03,0.3,33.09,100.87,48.13,-8.627,0,0,0.6419,-0.6331,-0.6383,-1,0,26,0,0,0,0.001,0.0042,0.0064,1,2B,red_lower_shadows>upper_shadows,0,0,0,0,hold,hold,0,0.020577119,-0.049405746,-0.019513781
20060620,6536.11,6552.17,6324.69,6363.55,3631240,12.4,1.6,0.62,6870.65,4.13,-0.0767,-34.05,Z+0D,Z-1D,Z-1.5D,-241898,14762,-24709,122434844,3399332,2081904,127916080,31.33,1.01,0.29,32.63,100.87,40.84,-9.643,0,-1,0.8829,-0.756,-0.8022,-1,-1,27,0,1,0,-0.0268,0.0025,0.0061,1,None,black_lower_shadows>upper_shadows,0,0,0,0,hold,hold_end,hold_end,0.058294505,-0.012295024,0.012243166
20060621,6354.43,6399.22,6290.63,6299.59,3000781,12.3,1.58,0.53,6869.37,3.7,-0.0866,-33.58,Z+0D,Z-1.5D,Z-1.5D,-19739,-1856,-28648,122464683,3397551,2053581,127915815,31.47,0.99,0.28,32.74,100.87,30.06,-13.549,0,0,0.9819,-0.9504,-1.0832,-1,0,28,0,2,0,-0.0087,0.007,0.0014,2,None,black_upper_shadows>_lower_shadows,0,0,0,0,up,up_start,up_start,0.05720531,-0.00354785,0.027276378
